Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Jandiala,14,SC,58,SC,Virsa Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1735,2%,0,51-60,4,Lost,4,1,113782,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,1735,1735,2012,0
Baba bakala,25,SC,39,SC,Kawaljit Singh Gill,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,548,0%,0,36-40,9,Lost,9,1,119408,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,548,548,2012,0
Kartarpur,33,SC,33,SC,Gurmukh Singh Khosla,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,280,0%,0,31-35,8,Lost,8,1,115645,DBSP,Unrecognised,Democratic Bharatiya Samaj Party,S19,Punjab,280,280,2012,0
Jalandhar West,34,SC,39,SC,Raj Kumar,Male,5,0.02%,Candidate Count,13901424,TRUE,Upto 100,2433,3%,0,36-40,4,Lost,4,1,93891,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,2433,2433,2012,0
Adampur,38,SC,44,SC,Sh. Rajinder Kumar,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,301,0%,0,41-45,9,Lost,9,1,109813,DBSP,Unrecognised,Democratic Bharatiya Samaj Party,S19,Punjab,301,301,2012,0
Sham chaurasi,42,SC,56,SC,Gurdip Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,818,1%,0,51-60,5,Lost,5,1,112202,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,818,818,2012,0
Chabbewal,44,SC,60,SC,Ajaib Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1672,2%,0,51-60,5,Lost,5,1,105514,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,1672,1672,2012,0
Banga,46,SC,49,SC,Jagtar Singh,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,254,0%,0,46-50,9,Lost,9,1,113699,BSA,Unrecognised,Bahujan Shakti,S19,Punjab,254,254,2012,0
Chamkaur Sahib,51,SC,41,SC,Gurpreet Singh,Male,5,0.10%,Candidate Count,13901424,TRUE,Upto 100,13408,10%,0,41-45,3,Lost,3,1,132426,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,13408,13408,2012,0
Bassi Pathana,54,SC,56,SC,Mohinder Pal,Male,5,0.08%,Candidate Count,13901424,TRUE,Upto 100,11344,11%,0,51-60,3,Lost,3,1,101300,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,11344,11344,2012,0
Payal,67,SC,44,SC,Jagdeep Singh,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,393,0%,0,41-45,7,Lost,7,1,120158,BSP(K),Unrecognised,Bahujan Sangharsh Party (Kanshiram),S19,Punjab,393,393,2012,0
Jagraon,70,SC,69,SC,Major Singh,Male,5,0.07%,Candidate Count,13901424,TRUE,Upto 100,9546,8%,0,61-70,3,Lost,3,1,121950,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,9546,9546,2012,0
Nihal Singh Wala,71,SC,34,SC,Darshan Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1555,1%,0,31-35,6,Lost,6,1,138675,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,1555,1555,2012,0
Firozpur Rural,77,SC,46,SC,Sukhdev Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,784,1%,0,46-50,6,Lost,6,1,136196,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,784,784,2012,0
Bhucho Mandi,91,SC,48,SC,Ami Lal Balahar Mehma,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,650,0%,0,46-50,8,Lost,8,1,135720,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,650,650,2012,0
Budhlada,98,SC,35,SC,Bhagwant Singh,Male,5,0.02%,Candidate Count,13901424,TRUE,Upto 100,3190,2%,0,31-35,5,Lost,5,1,136933,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,3190,3190,2012,0
Dirba,100,SC,35,SC,Gobind Singh Chajli,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1163,1%,0,31-35,7,Lost,7,1,130586,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,1163,1163,2012,0
Bhadaur,102,SC,37,SC,Iqbal Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1838,2%,0,36-40,5,Lost,5,1,113197,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,1838,1838,2012,0
Shutrana,117,SC,51,SC,Labh Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,969,1%,0,51-60,6,Lost,6,1,119755,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,969,969,2012,0
Amritsar West,16,SC,29,SC,Sham Lal (Gandhiwadi),Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,551,1%,0,Upto 30,7,Lost,7,1,95434,BCP,Unrecognised,Bhartiya Chaitanya Party,S19,Punjab,551,551,2012,0
Baba bakala,25,SC,50,SC,Jasbir Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,350,0%,0,46-50,10,Lost,10,1,119408,SSPD,Unrecognised,SARVAJAN SAMAJ PARTY (D),S19,Punjab,350,350,2012,0
Phagwara,29,SC,42,SC,Mulakh Raj,Male,6,0.04%,Candidate Count,13901424,TRUE,Upto 100,5781,5%,0,41-45,4,Lost,4,1,112860,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,5781,5781,2012,0
Jalandhar West,34,SC,38,SC,Love Kishor,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,354,0%,0,36-40,6,Lost,6,1,93891,BSA,Unrecognised,Bahujan Shakti,S19,Punjab,354,354,2012,0
Adampur,38,SC,32,SC,Sh. Rajvir Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,227,0%,0,31-35,10,Lost,10,1,109813,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,227,227,2012,0
Sham chaurasi,42,SC,53,SC,Ram Nath Balm,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,643,1%,0,51-60,7,Lost,7,1,112202,BhJaSP,Unrecognised,Bharti Jan Suraksha Party,S19,Punjab,643,643,2012,0
Chabbewal,44,SC,37,SC,Jagdish Singh Khalsa,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,252,0%,0,36-40,11,Lost,11,1,105514,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,252,252,2012,0
Payal,67,SC,39,SC,Malkit Singh,Male,6,0.03%,Candidate Count,13901424,TRUE,Upto 100,4484,4%,0,36-40,3,Lost,3,1,120158,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,4484,4484,2012,0
Firozpur Rural,77,SC,61,SC,Hansa Singh,Male,6,0.05%,Candidate Count,13901424,TRUE,Upto 100,7621,6%,0,61-70,3,Lost,3,1,136196,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,7621,7621,2012,0
Bhucho Mandi,91,SC,46,SC,Harvinder Singh Laddi,Male,6,0.12%,Candidate Count,13901424,TRUE,Upto 100,16227,12%,0,46-50,3,Lost,3,1,135720,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,16227,16227,2012,0
Dirba,100,SC,45,SC,Pala Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,545,0%,0,41-45,10,Lost,10,1,130586,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,545,545,2012,0
Bhadaur,102,SC,30,SC,Gurpreet Singh,Male,6,0.01%,Candidate Count,13901424,TRUE,Upto 100,1713,2%,0,Upto 30,6,Lost,6,1,113197,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,1713,1713,2012,0
Mehal kalan,104,SC,56,SC,Malkit Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,617,1%,0,51-60,6,Lost,6,1,112232,AISBJSMD,Unrecognised,All India Shiromani Baba Jiwan Singh Mazhabi Dal,S19,Punjab,617,617,2012,0
Nabha,109,SC,59,SC,Bhan Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,690,1%,0,51-60,7,Lost,7,1,121355,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,690,690,2012,0
Shutrana,117,SC,59,SC,Vijay Kumar,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,357,0%,0,51-60,12,Lost,12,1,119755,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,357,357,2012,0
Firozpur Rural,77,SC,34,SC,Bhajan Singh @ Harbajan Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,549,0%,0,31-35,8,Lost,8,1,136196,AIKMM,Unrecognised,All India Kisan Mazdoor Morcha,S19,Punjab,549,549,2012,0
Bhucho Mandi,91,SC,26,SC,Daljit Singh Lori Mehma,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,711,1%,0,Upto 30,7,Lost,7,1,135720,PLP,Unrecognised,Punjab Labour Party,S19,Punjab,711,711,2012,0
Dirba,100,SC,46,SC,Ran Singh,Male,7,0.05%,Candidate Count,13901424,TRUE,Upto 100,7379,6%,0,46-50,3,Lost,3,1,130586,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,7379,7379,2012,0
Bhadaur,102,SC,42,SC,Jagsir Singh @ Jagga Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,394,0%,0,41-45,12,Lost,12,1,113197,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,394,394,2012,0
Mehal kalan,104,SC,56,SC,Raj Singh,Male,7,0.06%,Candidate Count,13901424,TRUE,Upto 100,8820,8%,0,51-60,3,Lost,3,1,112232,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,8820,8820,2012,0
Bhoa,2,SC,51,SC,Des Raj,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,902,1%,0,51-60,7,Lost,7,1,108512,IND,Independent,Independent,S19,Punjab,902,902,2012,0
Dina Nagar,5,SC,57,SC,Raj Kumar,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1638,1%,0,51-60,4,Lost,4,1,124717,IND,Independent,Independent,S19,Punjab,1638,1638,2012,0
Phillaur,30,SC,29,SC,Saleem Mohamed,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,557,0%,0,Upto 30,6,Lost,6,1,141561,IND,Independent,Independent,S19,Punjab,557,557,2012,0
Gill,66,SC,42,SC,Amarjit Singh Sandhu,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,483,0%,0,41-45,6,Lost,6,1,148741,IND,Independent,Independent,S19,Punjab,483,483,2012,0
Raikot,69,SC,48,SC,Baldev Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,851,1%,0,46-50,5,Lost,5,1,107977,IND,Independent,Independent,S19,Punjab,851,851,2012,0
Balluana,82,SC,51,SC,Parkash Singh Bhatti,Male,5,0.18%,Candidate Count,13901424,TRUE,Upto 100,25556,20%,0,51-60,3,Lost,3,1,129013,IND,Independent,Independent,S19,Punjab,25556,25556,2012,0
Bhoa,2,SC,67,SC,Ram Lal,Male,6,0.05%,Candidate Count,13901424,TRUE,Upto 100,7508,7%,0,61-70,3,Lost,3,1,108512,IND,Independent,Independent,S19,Punjab,7508,7508,2012,0
Sri Hargobindpur,8,SC,64,SC,Gurnam Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,516,0%,0,61-70,7,Lost,7,1,113966,IND,Independent,Independent,S19,Punjab,516,516,2012,0
Jandiala,14,SC,74,SC,Sham Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,473,0%,0,>70,7,Lost,7,1,113782,IND,Independent,Independent,S19,Punjab,473,473,2012,0
Phillaur,30,SC,48,SC,Gajjan,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,311,0%,0,46-50,8,Lost,8,1,141561,IND,Independent,Independent,S19,Punjab,311,311,2012,0
Kartarpur,33,SC,37,SC,Satish Nahar,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,106,0%,0,36-40,11,Lost,11,1,115645,IND,Independent,Independent,S19,Punjab,106,106,2012,0
Bassi Pathana,54,SC,43,SC,Kuldeep Singh,Male,6,0.02%,Candidate Count,13901424,TRUE,Upto 100,2090,2%,0,41-45,5,Lost,5,1,101300,IND,Independent,Independent,S19,Punjab,2090,2090,2012,0
Gill,66,SC,49,SC,Inderjit Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,481,0%,0,46-50,7,Lost,7,1,148741,IND,Independent,Independent,S19,Punjab,481,481,2012,0
Jagraon,70,SC,56,SC,Avtar Singh,Male,6,0.01%,Candidate Count,13901424,TRUE,Upto 100,1192,1%,0,51-60,5,Lost,5,1,121950,IND,Independent,Independent,S19,Punjab,1192,1192,2012,0
Malout,85,SC,31,SC,Subhash Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,193,0%,0,31-35,11,Lost,11,1,124810,IND,Independent,Independent,S19,Punjab,193,193,2012,0
Jaitu,89,SC,52,SC,Sher Singh,Male,6,0.01%,Candidate Count,13901424,TRUE,Upto 100,1162,1%,0,51-60,5,Lost,5,1,110858,IND,Independent,Independent,S19,Punjab,1162,1162,2012,0
Bhoa,2,SC,41,SC,Lal Chand,Male,7,0.04%,Candidate Count,13901424,TRUE,Upto 100,5624,5%,0,41-45,4,Lost,4,1,108512,IND,Independent,Independent,S19,Punjab,5624,5624,2012,0
Sri Hargobindpur,8,SC,39,SC,Gurnam Singh Shergill,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,623,1%,0,36-40,6,Lost,6,1,113966,IND,Independent,Independent,S19,Punjab,623,623,2012,0
Jandiala,14,SC,47,SC,Bharpur Singh Mehnia,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1924,2%,0,46-50,3,Lost,3,1,113782,IND,Independent,Independent,S19,Punjab,1924,1924,2012,0
Amritsar West,16,SC,46,SC,Jaspal Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,352,0%,0,46-50,8,Lost,8,1,95434,IND,Independent,Independent,S19,Punjab,352,352,2012,0
Baba bakala,25,SC,41,SC,Kulwant Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,147,0%,0,41-45,11,Lost,11,1,119408,IND,Independent,Independent,S19,Punjab,147,147,2012,0
Phagwara,29,SC,55,SC,Ashok Kumar,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,232,0%,0,51-60,10,Lost,10,1,112860,IND,Independent,Independent,S19,Punjab,232,232,2012,0
Phillaur,30,SC,53,SC,Des Raj,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,155,0%,0,51-60,9,Lost,9,1,141561,IND,Independent,Independent,S19,Punjab,155,155,2012,0
Kartarpur,33,SC,41,SC,Hari Mitter,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,220,0%,0,41-45,10,Lost,10,1,115645,IND,Independent,Independent,S19,Punjab,220,220,2012,0
Jalandhar West,34,SC,36,SC,Sandeep,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1072,1%,0,36-40,5,Lost,5,1,93891,IND,Independent,Independent,S19,Punjab,1072,1072,2012,0
Adampur,38,SC,63,SC,Sh. Surjit Singh Duhre,Male,7,0.02%,Candidate Count,13901424,TRUE,Upto 100,2741,2%,0,61-70,4,Lost,4,1,109813,IND,Independent,Independent,S19,Punjab,2741,2741,2012,0
Chabbewal,44,SC,54,SC,Dr. Dilbag Rai,Male,7,0.03%,Candidate Count,13901424,TRUE,Upto 100,4569,4%,0,51-60,4,Lost,4,1,105514,IND,Independent,Independent,S19,Punjab,4569,4569,2012,0
Banga,46,SC,51,SC,Amrik Kataria,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,313,0%,0,51-60,7,Lost,7,1,113699,IND,Independent,Independent,S19,Punjab,313,313,2012,0
Gill,66,SC,49,SC,Charan Dass,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1264,1%,0,46-50,5,Lost,5,1,148741,IND,Independent,Independent,S19,Punjab,1264,1264,2012,0
Jagraon,70,SC,26,SC,Parminder Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,636,1%,0,Upto 30,7,Lost,7,1,121950,IND,Independent,Independent,S19,Punjab,636,636,2012,0
Nihal Singh Wala,71,SC,69,SC,Babu Singh,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1360,1%,0,61-70,7,Lost,7,1,138675,IND,Independent,Independent,S19,Punjab,1360,1360,2012,0
Malout,85,SC,56,SC,Harbans Singh,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1059,1%,0,51-60,6,Lost,6,1,124810,IND,Independent,Independent,S19,Punjab,1059,1059,2012,0
Bathinda Rural,93,SC,46,SC,Saroop Singh,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1372,1%,0,46-50,6,Lost,6,1,109945,IND,Independent,Independent,S19,Punjab,1372,1372,2012,0
Budhlada,98,SC,43,SC,Sukhwinder Singh,Male,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1604,1%,0,41-45,6,Lost,6,1,136933,IND,Independent,Independent,S19,Punjab,1604,1604,2012,0
Nabha,109,SC,33,SC,Gurdeep Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,281,0%,0,31-35,10,Lost,10,1,121355,IND,Independent,Independent,S19,Punjab,281,281,2012,0
Shutrana,117,SC,57,SC,Ajinderpal Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,613,1%,0,51-60,9,Lost,9,1,119755,IND,Independent,Independent,S19,Punjab,613,613,2012,0
Amritsar West,16,SC,37,SC,Manjit Singh,Male,8,0.01%,Candidate Count,13901424,TRUE,Upto 100,741,1%,0,36-40,6,Lost,6,1,95434,IND,Independent,Independent,S19,Punjab,741,741,2012,0
Baba bakala,25,SC,52,SC,Gurnam Singh Daud,Male,8,0.03%,Candidate Count,13901424,TRUE,Upto 100,4707,4%,0,51-60,4,Lost,4,1,119408,IND,Independent,Independent,S19,Punjab,4707,4707,2012,0
Phagwara,29,SC,70,SC,Sarwan Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,195,0%,0,61-70,11,Lost,11,1,112860,IND,Independent,Independent,S19,Punjab,195,195,2012,0
Phillaur,30,SC,42,SC,Balkar Ram,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,313,0%,0,41-45,7,Lost,7,1,141561,IND,Independent,Independent,S19,Punjab,313,313,2012,0
Kartarpur,33,SC,42,SC,Kewal Krishan Sabharwal,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,341,0%,0,41-45,7,Lost,7,1,115645,IND,Independent,Independent,S19,Punjab,341,341,2012,0
Adampur,38,SC,40,SC,Sh. Santokh Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,106,0%,0,36-40,11,Lost,11,1,109813,IND,Independent,Independent,S19,Punjab,106,106,2012,0
Chabbewal,44,SC,49,SC,Nirmal Singh Hakumatpuri,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,341,0%,0,46-50,9,Lost,9,1,105514,IND,Independent,Independent,S19,Punjab,341,341,2012,0
Banga,46,SC,42,SC,Satnam,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,354,0%,0,41-45,6,Lost,6,1,113699,IND,Independent,Independent,S19,Punjab,354,354,2012,0
Chamkaur Sahib,51,SC,47,SC,Haripal,Male,8,0.02%,Candidate Count,13901424,TRUE,Upto 100,2877,2%,0,46-50,5,Lost,5,1,132426,IND,Independent,Independent,S19,Punjab,2877,2877,2012,0
Payal,67,SC,45,SC,Prem Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,496,0%,0,41-45,6,Lost,6,1,120158,IND,Independent,Independent,S19,Punjab,496,496,2012,0
Jagraon,70,SC,38,SC,Rajesh Inder Singh Sidhu,Male,8,0.02%,Candidate Count,13901424,TRUE,Upto 100,3158,3%,0,36-40,4,Lost,4,1,121950,IND,Independent,Independent,S19,Punjab,3158,3158,2012,0
Firozpur Rural,77,SC,39,SC,Swaran Singh,Male,8,0.01%,Candidate Count,13901424,TRUE,Upto 100,1181,1%,0,36-40,5,Lost,5,1,136196,IND,Independent,Independent,S19,Punjab,1181,1181,2012,0
Malout,85,SC,60,SC,Gagga Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,306,0%,0,51-60,10,Lost,10,1,124810,IND,Independent,Independent,S19,Punjab,306,306,2012,0
Dirba,100,SC,33,SC,Surjit Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,458,0%,0,31-35,11,Lost,11,1,130586,IND,Independent,Independent,S19,Punjab,458,458,2012,0
Nabha,109,SC,45,SC,Najam Singh,Male,8,0.00%,Candidate Count,13901424,TRUE,Upto 100,196,0%,0,41-45,11,Lost,11,1,121355,IND,Independent,Independent,S19,Punjab,196,196,2012,0
Baba bakala,25,SC,37,SC,Jarnail Singh Kot Mehtab,Male,9,0.01%,Candidate Count,13901424,TRUE,Upto 100,891,1%,0,36-40,7,Lost,7,1,119408,IND,Independent,Independent,S19,Punjab,891,891,2012,0
Phagwara,29,SC,35,SC,Yashpal Atwal,Male,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,334,0%,0,31-35,8,Lost,8,1,112860,IND,Independent,Independent,S19,Punjab,334,334,2012,0
Phillaur,30,SC,49,SC,Mela Singh,Male,9,0.02%,Candidate Count,13901424,TRUE,Upto 100,3090,2%,0,46-50,4,Lost,4,1,141561,IND,Independent,Independent,S19,Punjab,3090,3090,2012,0
Banga,46,SC,31,SC,Jog Raj,Male,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,283,0%,0,31-35,8,Lost,8,1,113699,IND,Independent,Independent,S19,Punjab,283,283,2012,0
Malout,85,SC,39,SC,Gurtej Singh,Male,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,663,1%,0,36-40,7,Lost,7,1,124810,IND,Independent,Independent,S19,Punjab,663,663,2012,0
Dirba,100,SC,51,SC,Dalip Singh,Male,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,634,0%,0,51-60,9,Lost,9,1,130586,IND,Independent,Independent,S19,Punjab,634,634,2012,0
Bhadaur,102,SC,30,SC,Satpal Singh,Male,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,433,0%,0,Upto 30,11,Lost,11,1,113197,IND,Independent,Independent,S19,Punjab,433,433,2012,0
Nabha,109,SC,60,SC,Prem Kumar Gagat,Male,9,0.01%,Candidate Count,13901424,TRUE,Upto 100,1369,1%,0,51-60,6,Lost,6,1,121355,IND,Independent,Independent,S19,Punjab,1369,1369,2012,0
Baba bakala,25,SC,54,SC,Pirthipal Kataria,Male,10,0.01%,Candidate Count,13901424,TRUE,Upto 100,1689,1%,0,51-60,6,Lost,6,1,119408,IND,Independent,Independent,S19,Punjab,1689,1689,2012,0
Phagwara,29,SC,45,SC,Ram Pal,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,312,0%,0,41-45,9,Lost,9,1,112860,IND,Independent,Independent,S19,Punjab,312,312,2012,0
Kartarpur,33,SC,46,SC,Yusaf Chand,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,253,0%,0,46-50,9,Lost,9,1,115645,IND,Independent,Independent,S19,Punjab,253,253,2012,0
Chabbewal,44,SC,52,SC,Balbir Ram,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,434,0%,0,51-60,8,Lost,8,1,105514,IND,Independent,Independent,S19,Punjab,434,434,2012,0
Banga,46,SC,61,SC,Pakhar Singh,Male,10,0.01%,Candidate Count,13901424,TRUE,Upto 100,1196,1%,0,61-70,5,Lost,5,1,113699,IND,Independent,Independent,S19,Punjab,1196,1196,2012,0
Malout,85,SC,39,SC,Parminder Singh,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,400,0%,0,36-40,8,Lost,8,1,124810,IND,Independent,Independent,S19,Punjab,400,400,2012,0
Dirba,100,SC,49,SC,Bhola Singh,Male,10,0.01%,Candidate Count,13901424,TRUE,Upto 100,788,1%,0,46-50,8,Lost,8,1,130586,IND,Independent,Independent,S19,Punjab,788,788,2012,0
Bhadaur,102,SC,32,SC,Gokal Singh,Male,10,0.01%,Candidate Count,13901424,TRUE,Upto 100,1044,1%,0,31-35,8,Lost,8,1,113197,IND,Independent,Independent,S19,Punjab,1044,1044,2012,0
Nabha,109,SC,55,SC,Faqir Singh,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,344,0%,0,51-60,8,Lost,8,1,121355,IND,Independent,Independent,S19,Punjab,344,344,2012,0
Shutrana,117,SC,63,SC,Charan Dass,Male,10,0.00%,Candidate Count,13901424,TRUE,Upto 100,379,0%,0,61-70,11,Lost,11,1,119755,IND,Independent,Independent,S19,Punjab,379,379,2012,0
Baba bakala,25,SC,43,SC,Baljit Singh Bhatti,Male,11,0.12%,Candidate Count,13901424,TRUE,Upto 100,17090,14%,0,41-45,3,Lost,3,1,119408,IND,Independent,Independent,S19,Punjab,17090,17090,2012,0
Phagwara,29,SC,47,SC,Rulda Singh,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,821,1%,0,46-50,5,Lost,5,1,112860,IND,Independent,Independent,S19,Punjab,821,821,2012,0
Kartarpur,33,SC,47,SC,Lubhaya Ram,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,706,1%,0,46-50,5,Lost,5,1,115645,IND,Independent,Independent,S19,Punjab,706,706,2012,0
Adampur,38,SC,46,SC,Sh. Vinod Kumar,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,630,1%,0,46-50,6,Lost,6,1,109813,IND,Independent,Independent,S19,Punjab,630,630,2012,0
Chabbewal,44,SC,37,SC,Balwinder Singh,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,864,1%,0,36-40,6,Lost,6,1,105514,IND,Independent,Independent,S19,Punjab,864,864,2012,0
Malout,85,SC,64,SC,Baldev Singh,Male,11,0.03%,Candidate Count,13901424,TRUE,Upto 100,3949,3%,0,61-70,4,Lost,4,1,124810,IND,Independent,Independent,S19,Punjab,3949,3949,2012,0
Dirba,100,SC,52,SC,Ram Singh,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,1814,1%,0,51-60,5,Lost,5,1,130586,IND,Independent,Independent,S19,Punjab,1814,1814,2012,0
Bhadaur,102,SC,44,SC,Jasmail Singh,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,849,1%,0,41-45,9,Lost,9,1,113197,IND,Independent,Independent,S19,Punjab,849,849,2012,0
